Some(3854868588740179	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#中国好声音周杰伦#</a><a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>『快讯』<a class="k" href="/k/%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#周杰伦#</a>今晚收了四位学员，其中有一位跟大导演李安重名的澳大利亚华裔，在今天的录制中获得4转，问：你的梦想是什么？答：我选周杰伦。。	1949176623	小周周全国后援会	红米Note	06-17 23:42	null	null	4	1	9	[742e132fjw1et7inj5iwnj20no0vkdhy]	中国好声音周杰伦 中国好声音 周杰伦
3763069698306213	张碧晨冠军<i class="face face_1 icon_3">[哈哈]</i>，声音好听，感动人，听了就难忘<i class="face face_1 icon_2">[嘻嘻]</i>//<a href="/n/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3">@中国好声音</a>:<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> <a class="k" href="/k/10.7%E5%A5%BD%E5%A3%B0%E9%9F%B3%E6%80%BB%E5%86%B3%E8%B5%9B?from=feed">#10.7好声音总决赛#</a> 今晚20:00，年度好声音争夺战开始！小伙伴们认为谁能坐上冠军宝座呀~	5200864120	张俊凡IL	Android客户端	2014-10-07 16:06	3763054292325507	3763066032155551	0	0	2	[]	中国好声音 10.7好声音总决赛 加多宝中国好声音 人生V时刻
3857008615225212	我不要看好声音   我只希望峰哥好好的	5539796634	汪峰我爱你一辈子	Android	06-23 21:26	3856923746857538	null	4	4	4	[]	中国好声音
3857034338696785	看完一天下来的好声音真心好累<i class="face face_1 icon_19">[笑cry]</i>，不过每一个学员们执着的爱音乐知心值得让人敬佩！今年的导师们一个个都好调皮[吐舌头]<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> <a data-url="http://t.cn/z8mH3xI" href="http://m.weibo.cn/p/index?containerid=100101B2094757DB6DA5FB499B&ep=CnVIRAuqJ%2C2508588197%2CCnVIRAuqJ%2C2508588197" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_location_default.png"></i><span class="surl-text">维也纳国际酒店（嘉兴学院店）</span></a>	2508588197	逸群子钦	iPhone 6 Plus	06-23 23:08	null	null	0	5	0	[958604a5jw1etefae27y9j20hs0dcmzy,958604a5jw1etefaf3tm7j20dc0hsmzq,958604a5jw1etefad80uoj20dc0hstat,958604a5jw1etefafukctj20dc0hs41e,958604a5jw1etefagepslj20dc0hsdih,958604a5jw1etefah26zbj20dc0hsq5t]	中国好声音
3857180514380092	溃疡好点没//<a href="/n/%E6%B1%AA%E5%B3%B0%E8%80%81%E5%B8%88-%E6%88%91%E5%8F%AA%E7%88%B1%E4%BD%A0-%E6%B0%B8%E8%BF%9C-%E7%88%B1%E4%BD%A0-">@汪峰老师-我只爱你-永远-爱你-</a>:汪峰老师好点没有<i class="face face_1 icon_8">[泪]</i>//<a href="/n/%E6%B1%AA%E5%B3%B0%E6%88%91%E7%88%B1%E4%BD%A0%E4%B8%80%E8%BE%88%E5%AD%90">@汪峰我爱你一辈子</a>:我不要看好声音   我只希望峰哥好好的	3960777483	陪衬mrr	Android客户端	今天 08:49	3856923746857538	3857031981577770	0	0	1	[]	中国好声音
3856893019926397	<i class="face face_1 icon_20">[doge]</i>每天我们都有小伙伴参加<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>录制！	1308889783	英伦式雨	周杰伦的iPhone 6	06-23 13:46	3856889312166965	null	4	4	42	[]	中国好声音 716周杰伦日
3857183253458162	哈哈哈哈哈//<a href="/n/Lucy_%E5%B9%B8">@Lucy_幸</a>:哈哈哈哈哈哈哈//<a href="/n/%E8%A5%BF%E5%B7%9D%E5%A4%9C%E5%AD%90_%E5%81%B7%E5%BE%97%E5%8D%8A%E6%97%A5%E9%97%B2">@西川夜子_偷得半日闲</a>: 哈哈恍恍惚惚哈哈哈哈哈哈哈哈哈 //<a href="/n/MrsFassbender">@MrsFassbender</a>:哈哈哈哈哈哈哈哈 //<a href="/n/Summer_%E6%B2%90%E5%A4%8F">@Summer_沐夏</a>:哈哈哈哈哈哈哈 //<a href="/n/%E6%88%91%E7%9A%84%E6%B4%9B%E5%9F%BA%E6%89%8D%E6%B2%A1%E6%9C%89%E8%BF%99%E4%B9%88%E8%90%8Co0">@我的洛基才没有这么萌o0</a>:噗哈哈哈红红火火恍恍惚惚哈哈哈哈哈哈哈哈，能看章子怡都不选汪峰//<a href="/n/%E5%91%A8%E6%9D%B0%E4%BC%A6%E4%B8%AD%E6%96%87%E7%BD%91JayCn">@周杰伦中文网JayCn</a>:哈哈哈 吃醋了<i class="face face_1 icon_22">[酷]</i>	2109404905	二了个剪	Flyme OS	今天 09:00	3854469659610474	3854662299962800	0	0	0	[]	中国好声音
3856994563956634	<i class="face face_3 icon_5">[good]</i>斯汉棒棒哒！//<a href="/n/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3">@中国好声音</a>: <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 老耿<a href="/n/%E8%80%BF%E6%96%AF%E6%B1%89MOTOCYCLE">@耿斯汉MOTOCYCLE</a> 与赵传老师的会面。 “你的灵魂 你的眼眸 没有一刻不温柔” 真好<i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i>让千百双手在眼前挥舞，让人群被深深的打动。向赵传老师致敬，向老耿鼓掌<i class="face face_3 icon_9">[haha]</i><i class="face face_3 icon_9">[haha]</i><i class="face face_3 icon_9">[haha]</i>	1568841333	峰暴来临--怒放的生命	360安全浏览器	06-23 20:30	3856617777173945	3856623976266564	0	0	2	[]	中国好声音
3857031981577770	汪峰老师好点没有<i class="face face_1 icon_8">[泪]</i>//<a href="/n/%E6%B1%AA%E5%B3%B0%E6%88%91%E7%88%B1%E4%BD%A0%E4%B8%80%E8%BE%88%E5%AD%90">@汪峰我爱你一辈子</a>:我不要看好声音   我只希望峰哥好好的	3922775295	汪峰老师-我只爱你-永远-爱你-	Android	06-23 22:59	3856923746857538	3857008615225212	3	1	10	[]	中国好声音
3857180128002834	我也想看大嫂的肚子。//<a href="/n/%E6%9D%9C%E7%9D%80%E5%93%A9%E4%B8%8D%E7%9D%80%E5%93%A9">@杜着哩不着哩</a>:笑的肚子疼<a href="/n/%E6%99%A8%E6%9A%97%E8%8B%A5%E6%9B%A6">@晨暗若曦</a> 	2213085664	晨暗若曦	索尼Xperia P LT22i	今天 08:47	3856893804180969	3856987416215149	0	0	0	[]	中国好声音
3857179855108207	转发微博	3963754234	年年有余枫调雨顺	iPad客户端	今天 08:46	3856880076563816	null	0	0	0	[]	中国好声音
3857178643256487	[哆啦A梦微笑]	2210624742	juli妍儿	iPhone 6 Plus	今天 08:41	3854469659610474	null	0	0	0	[]	中国好声音
3854469659610474	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>第四季今天试录！座次安排是：周杰伦、那英、汪峰、庾澄庆。杰伦首次录制有点紧张，要么抱着手抬头，要么目光呆呆的，但转身很频繁！有个男选手说：我选周杰伦，因为想看昆凌！周董后悔转身：我再按下按钮能转回去吗？频按两下转不回去这下坑爹！那英调侃：你选汪峰还能看章子怡呢！<i class="face face_1 icon_3">[哈哈]</i>	1878335471	新浪综艺	微博 weibo.com	06-16 21:17	null	null	2802	647	707	[6ff51fefjw1et68shu046j20zk0zktap,6ff51fefjw1et68si2pa6j20zk0zkmz4]	中国好声音
3852519006399162	本期好声音看点颇多，特别是<a class="k" href="/k/%E5%91%A8%E6%9D%B0%E4%BC%A6?from=feed">#周杰伦#</a><i class="face face_2 icon_24">[心]</i>	1850268574	周杰伦资讯网官方微博	iPhone 6	06-11 12:06	3852508336218823	null	82	24	409	[]	周杰伦 中国好声音
3856152276164485	父爱如山，快去跟他说出你的爱[噢耶][噢耶][噢耶]<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>	2819027752	中国好声音	iPhone 6	06-21 12:43	3856128569845473	null	29	78	943	[]	中国好声音
3856525741197854	<a class="k" href="/k/%E8%B7%91%E5%B0%B1%E8%B7%91%E7%9C%9F%E7%9A%84?from=feed">#跑就跑真的#</a>要做什么事情都要坚持，即使一开始没有人打理，你自己也要打理你自己，其实讨厌你的人多，爱你的人也更多，她们是在默默地注视着你！<a class="k" href="/k/%E5%BE%AE%E5%95%86?from=feed">#微商#</a>并不是你想象中的那么简单，也没有你想的那么坏！我在<a class="k" href="/k/%E5%A6%83%E8%8E%89%E5%A8%85?from=feed">#妃莉娅#</a><a class="k" href="/k/A%2Bteam?from=feed">#A+team#</a>学到很多，真想在<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>里唱上一首<a class="k" href="/k/%E8%B7%AF%E4%B8%8A%E6%9C%89%E4%BD%A0?from=feed">#路上有你#</a>！	5620964205	梅子一直很努力	Android客户端	06-22 13:27	null	null	0	34	21	[0068oZyZjw1etcsxui4nzj30gv0u0dii,0068oZyZjw1etcsxvetvqj30gv0u0q5j,0068oZyZjw1etcsz2xf5uj30hh0qoq5i]	跑就跑真的 微商 妃莉娅 A+team 中国好声音 路上有你
3759943067369298	好听 //<a href="/n/%E5%8D%A1%E5%B8%83%E5%8F%BB_%E5%91%A8%E6%B7%B1">@卡布叻_周深</a>:算是给大家的生日礼物吧，这首歌适合静静的听、有点悲伤。不过希望大家喜欢！谢谢大家的生日礼物！谢谢真的谢谢！！谢谢这一切的偶然，谢谢莫凡老师的辛苦，葛老师的辛苦，老买的辛苦！啊志老师的辛苦！谢谢所有的《偶然》，让你们知道了我。生日快乐！周深！卡布！加油！	2338259790	annajx	iPad客户端	2014-09-29 01:02	3759925077254700	3759934401835559	0	0	1	[]	中国好声音
3856961840172325	搞siao//<a href="/n/w%E5%B7%AB%E6%9C%A8%E6%9C%A8">@w巫木木</a>:哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	2824705353	领养了一只野生懵Gary	新浪微博4G版	06-23 18:20	3856893804180969	3856898949918222	0	1	0	[]	中国好声音
3857175183114345	转发微博	5575725536	孙小武5575725536	微博搜索	今天 08:28	3739069777323078	null	0	0	0	[]	中国好声音
3844928776077348	帅帅的我大夏！	1837487664	李嘉格_	iPhone 6 Plus	05-21 13:25	3844926029021960	null	28	156	1356	[]	中国好声音
3856893804180969	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 第四季！6月16日，试录片段！<i class="face face_1 icon_20">[doge]</i>小公举好可爱！！！<a data-url="http://t.cn/R2BFL0I" href="http://video.sina.com.cn/p/ent/z/y/2015-06-23/092565028815.html?wm=3049_0012_a111&amp;amp;from=qudao&ep=CnS4chxEZ%2C5393529473%2CCnS4chxEZ%2C5393529473" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频：《好声音4》主持人沈南获周董哈林转身</span></a> 来源：新浪视频	5393529473	周杰伦国际后援会	微博 weibo.com	06-23 13:50	null	null	290	31	67	[]	中国好声音
3857173031550262	哎呦喂//<a href="/n/w%E5%B7%AB%E6%9C%A8%E6%9C%A8">@w巫木木</a>:哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	5594160594	我是呆萌旦	Android客户端	今天 08:19	3856893804180969	3856898949918222	0	0	0	[]	中国好声音
3855728962345237	//<a href="/n/%E5%BC%A0%E5%BF%83%E6%9D%B0%E5%90%8E%E6%8F%B4%E5%9B%A2">@张心杰后援团</a>:<a class="k" href="/k/%E7%AB%AF%E5%8D%88%E8%8A%82?from=feed">#端午节#</a> 端午安康～早安，美好的一天开始咯～<a class="k" href="/k/%E6%AC%A3%E5%85%89.%E9%9C%93%E5%9F%8E%E5%B7%A1%E5%9B%9E%E6%BC%94%E5%94%B1%E4%BC%9A2015?from=feed">#欣光.霓城巡回演唱会2015#</a>的门票已售出将近四分之三，还没买票的小伙伴抓紧咯！演唱会进入1周的倒数计时阶段！购票请至SISTIC官方网站：<a data-url="http://t.cn/R24NeBw" href="http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.sistic.com.sg%2Fevents%2Fdream0615&ep=CnnLq9Q6p%2C5075848881%2CClIcMkxqt%2C2086271645" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_web_default.png"></i><span class="surl-text">网页链接</span></a> <a class="k" href="/k/%E6%96%B0%E5%8A%A0%E5%9D%A1%E6%B4%BB%E5%8A%A8?from=feed">#新加坡活动#</a> <a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> <i class="face face_3 icon_4">[耶]</i><i class="face face_3 icon_23">[话筒]</i><i class="face face_3 icon_22">[围观]</i><i class="face face_3 icon_20">[给力]</i>	5075848881	babybirdlovesyou	Android客户端	06-20 08:41	3851748164895053	3855697328724218	0	0	3	[]	端午节 欣光.霓城巡回演唱会2015 新加坡活动 中国好声音 新加坡活动 中国好声音
3854512517381243	谁要看汪峰的章子怡<i class="face face_1 icon_5">[挖鼻]</i>//<a href="/n/%E5%91%A8%E6%9D%B0%E4%BC%A6%E4%B8%AD%E6%96%87%E7%BD%91JayCn">@周杰伦中文网JayCn</a>:哈哈哈 吃醋了<i class="face face_1 icon_22">[酷]</i>	2687974641	孔Fighting	OPPO Find 7	06-17 00:07	3854469659610474	3854485774747859	0	0	1	[]	中国好声音
3857122250982709	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>期待 期待	2233214857	牛春旭	小米手机3	今天 04:57	null	null	0	4	1	[]	中国好声音
3510053502317861	<a class="k" href="/k/%E5%A4%A9%E6%B0%94%E9%80%9A%E6%98%8E%E6%98%9F%E8%AF%AD%E9%9F%B3%E4%B9%8B%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#天气通明星语音之中国好声音#</a> 他是为爱痴狂的北漂青年，他是和未婚妻一起演绎最浪漫的事的好男人，如果<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>有个”最幸福奖”，<a href="/n/%E9%87%91%E5%BF%97%E6%96%87-GT">@金志文-GT</a> 一定非你莫属！	1726834811	天气通	天气通	2012-11-08 11:30	null	null	9	39	0	[66ed687bjw1dynh6r9ojkj]	天气通明星语音之中国好声音 中国好声音
3510868660501727	<a class="k" href="/k/%E5%A4%A9%E6%B0%94%E9%80%9A%E6%98%8E%E6%98%9F%E8%AF%AD%E9%9F%B3%E4%B9%8B%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#天气通明星语音之中国好声音#</a> 活动转发过6000了呢，第六位好声音学员是谁呢？他是<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 中的来自二次元世界的选手，头顶小帽眼神清澈，双重人格伴随着呆呆的小可爱的<a href="/n/Lion%E4%B9%83%E6%81%A9King">@Lion乃恩King</a>，却用声音彻底征服了三次元的我们。 <a data-url="http://t.cn/zjhZBhL" href="http://video.sina.com.cn/v/b/89538833-1726834811.html?url_type=1&object_type=&pos=1&ep=z4yK626wn%2C1726834811%2Cz4yK626wn%2C1726834811" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">视频</span></a>	1726834811	天气通	专业版微博	2012-11-10 17:29	null	null	87	54	2	[66ed687bjw1dyq2sryo9uj]	天气通明星语音之中国好声音 中国好声音
3848182012397590	<a class="k" href="/k/%E9%B9%BF%E6%99%97?from=feed">#鹿晗#</a> 人未上 广告先行<i class="face face_3 icon_3">[赞]</i><i class="face face_1 icon_18">[偷笑]</i>	3810430222	哒哒鹿蹄		05-30 12:52	3848177733951216	null	200	0	101	[]	鹿晗 奔跑吧兄弟 中国好声音
3857163301044328	//<a href="/n/%E5%93%92%E5%93%92%E9%B9%BF%E8%B9%84">@哒哒鹿蹄</a>:<a class="k" href="/k/%E9%B9%BF%E6%99%97?from=feed">#鹿晗#</a> 人未上 广告先行<i class="face face_3 icon_3">[赞]</i><i class="face face_1 icon_18">[偷笑]</i>	3189310324	seventeen--hxy	华为Ascend P6	今天 07:40	3848177733951216	3848182012397590	0	0	0	[]	鹿晗 奔跑吧兄弟 中国好声音
3856903245645599	//<a href="/n/w%E5%B7%AB%E6%9C%A8%E6%9C%A8">@w巫木木</a>:哈哈哈哈哈笑死我了 //<a href="/n/jay2u-%E7%A5%9D%E4%BC%9FWay">@jay2u-祝伟Way</a>:哈哈哈，扯了一堆 只为了话多。	5274734120	女疯疯疯疯纸	OPPO智能手机	06-23 14:27	3856893804180969	3856898949918222	0	0	2	[]	中国好声音
3602589298292459	青春 — 有悔&amp;无悔	1784040827	The_Shadow_of_the_past_Say_Bye	360安全浏览器	2013-07-21 19:54	3602494254923345	3602588232058410	7	0	1	[]	午后赏乐 中国好声音
3857070904725866	回复<a href="/n/%E5%A4%B1%E7%9C%A0%E7%9A%84%E5%A4%9C%E7%8C%AB%E5%AD%90c">@失眠的夜猫子c</a>:喜欢他的音乐才华 喜欢他的男人味 你不喜欢不能证明别人不喜欢  起码比那些韩国的娘娘腔强太多了//<a href="/n/%E5%A4%B1%E7%9C%A0%E7%9A%84%E5%A4%9C%E7%8C%AB%E5%AD%90c">@失眠的夜猫子c</a>:浮夸，真的不知道章到底喜欢他哪里	2849810793	晉司堯	Android客户端	今天 01:33	3856923746857538	null	0	0	0	[]	中国好声音
3857061261722195	汪峰老师身体好点了吗？<i class="face face_2 icon_24">[心]</i>	1641428725	justin1981131	手机微博触屏版	今天 00:55	3856923746857538	null	0	0	1	[]	中国好声音
3853078862132108	<a class="k" href="/k/%E5%91%A8%E6%B7%B1?from=feed">#周深#</a><a class="k" href="/k/%E4%B8%93%E8%BE%91%E5%BF%AB%E5%87%BA%E6%9D%A5?from=feed">#专辑快出来#</a>小伙伴们长久的等待终于有结果了，周深的专辑出世了！<i class="face face_1 icon_2">[嘻嘻]</i><i class="face face_1 icon_2">[嘻嘻]</i><i class="face face_1 icon_2">[嘻嘻]</i><i class="face face_3 icon_20">[给力]</i><i class="face face_3 icon_20">[给力]</i><i class="face face_3 icon_20">[给力]</i><i class="face face_3 icon_22">[围观]</i><i class="face face_3 icon_22">[围观]</i><i class="face face_3 icon_22">[围观]</i>	5516625428	卡布的野生小分队	小米平板	06-13 01:10	3852949056967145	null	0	0	8	[]	周深 专辑快出来 中国好声音
3857064902772749	型男～～～	1795623514	霸占你的J式柔情	联想S90笋尖自拍神器	今天 01:09	3856880076563816	null	0	0	0	[]	中国好声音
3857061156416236	转发微博	2934985523	魔杰座8488	iPhone 6 Plus	今天 00:55	3856893804180969	null	0	0	0	[]	中国好声音
3749045949958846	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 刚看好声音，采访陈冰，她说当时在海南考川音，没有人知道要考多少分才能上，最后考了近600分成功进川音。我要说的是，大家千万不要认为有多高，虽然海南高考也是考6科，但是总分是900分，所以其实也就刚及格……不要感谢我，我叫雷锋<i class="face face_3 icon_11">[威武]</i> <a data-url="http://t.cn/RvXKSYy" href="http://m.weibo.cn/p/index?containerid=100101B2094757D068A7FA409F&ep=BkzUmFMKy%2C2188017604%2CBkzUmFMKy%2C2188017604" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_location_default.png"></i><span class="surl-text">赵公口桥</span></a>	2188017604	丨庚上异城楼丨	小米手机2S	2014-08-29 23:21	null	null	0	6	2	[]	中国好声音
3856670390613311	<a class="k" href="/k/%E8%80%BF%E6%96%AF%E6%B1%89%E8%B6%85%E7%BA%A7%E6%AD%8C%E5%8D%95?from=feed">#耿斯汉超级歌单#</a>很羡慕北京骑士可以近距离听男神唱歌<i class="face face_1 icon_4">[爱你]</i><i class="face face_1 icon_26">[色]</i> //<a href="/n/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3">@中国好声音</a>:<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a> 老耿<a href="/n/%E8%80%BF%E6%96%AF%E6%B1%89MOTOCYCLE">@耿斯汉MOTOCYCLE</a> 与赵传老师的会面。 “你的灵魂 你的眼眸 没有一刻不温柔” 真好<i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i>让千百双手在眼前挥舞，让人群被深深的打动。向赵传老师致敬，向老耿鼓掌<i class="face face_3 icon_9">[haha]</i><i class="face face_3 icon_9">[haha]</i><i class="face face_3 icon_9">[haha]</i>	5480043881	美瑶子Y	iPhone客户端	06-22 23:02	3856617777173945	3856623976266564	0	0	2	[]	耿斯汉超级歌单 中国好声音
3849274150418496	<a class="k" href="/k/%E4%B8%AD%E5%9B%BD%E5%A5%BD%E5%A3%B0%E9%9F%B3?from=feed">#中国好声音#</a>1.今年宣传片由伦拍摄2.那英开玩笑说不要都去周杰伦那，咱们三个结盟吧<i class="face face_1 icon_18">[偷笑]</i>3.周杰伦出狠招，已经为自己今年的音乐剧空出一席位留给杰伦战队的学员<i class="face face_3 icon_5">[good]</i>  让我们相约《中国好声音》第四季7.10周五晚9点10分！	5211125917	SonJ超爱薄荷糖	至少还有你OPPO	06-02 13:12	null	null	0	0	5	[005GFlU1jw1espo51s5aej30fa09k75d]	中国好声音
3857110032758166	 //<a href="/n/ambibrother%E7%8E%8B%E4%BA%8C%E5%9B%A7">@ambibrother王二囧</a>:这个话题上热搜了<i class="face face_1 icon_2">[嘻嘻]</i><i class="face face_1 icon_2">[嘻嘻]</i><i class="face face_1 icon_2">[嘻嘻]</i><a class="k" href="/k/%E7%8E%8B%E5%8A%9B%E5%AE%8F%E8%A1%AC%E8%A1%AB?from=feed">#王力宏衬衫#</a> //<a href="/n/%E6%9F%B4%E9%83%A1%E7%8C%AB%E9%98%BF%E7%81%AF%E8%BF%B7">@柴郡猫阿灯迷</a>:<a class="k" href="/k/%E7%8E%8B%E5%8A%9B%E5%AE%8F%E8%A1%AC%E8%A1%AB?from=feed">#王力宏衬衫#</a> <i class="face face_1 icon_26">[色]</i> <i class="face face_1 icon_4">[爱你]</i> <i class="face face_2 icon_24">[心]</i>	2775133271	Rosemarry西方_大白菜	iPhone客户端	今天 04:09	3618786982352785	3856622403204423	0	0	0	[]	王力宏衬衫 中国好声音)
